"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link","Abstract","Document Type","Source"
"Krause V.; Vincent L.C.; Goncalo J.A.","Krause, Verena (54960311200); Vincent, Lynne C. (55651411300); Goncalo, Jack A. (6506086773)","54960311200; 55651411300; 6506086773","Creative Ideation Activates Disinhibited Reward-Seeking and Indulgent Choices","2024","Journal of Personality and Social Psychology","127","4","","796","821","25","10.1037/pspa0000408","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205374927&doi=10.1037%2fpspa0000408&partnerID=40&md5=44fa5e409364dcd0060916f4ad8108be","Given that creative ideation has been widely characterized as involving disinhibition, we tested whether a brief creative ideation effort increased subsequent indulgence through the choice of real or imagined rewards. Across 10 experiments (and an additional four in the Supplemental Material) and 3, 412 participants (including the ones in the Supplemental Material), we show that a short creative ideation (vs. control) task led to more indulgent eating, drinking, and exercise choices and behaviors. Participants who generated creative ideas subsequently assembled burgers with higher calorie content (Studies 1a, 3a, 3b, 4), proposed cocktails with higher alcohol content (Study 1b), planned workouts that burned fewer calories (Study 1c), chose candy more often (Study 1d), and ate more candy (Study 2) than participants who engaged in control tasks. In line with the perspective that creativity involves disinhibition, these effects were mediated by the behavioral activation system, which is thought to underlie the uninhibited pursuit of desires and rewards (Studies 2, 3a, 4). Furthermore, an experiment in which we manipulated the behavioral activation system showed a causal effect on indulgent eating choices (Study 5). We discuss the implications for future research on the consequences of creativity as well as the possibility that creative work might lead to indulgent, potentially unhealthy choices and behaviors. © (2024), (American Psychological Association). All rights reserved.","Article","Scopus"
"Scharbert J.; Dein L.M.; Kroencke L.; Nestler S.; Back M.D.; Utesch K.","Scharbert, Julian (58476021200); Dein, Lisa M. (58967219600); Kroencke, Lara (57204244208); Nestler, Steffen (57190488005); Back, Mitja D. (8613409000); Utesch, Katharina (58760970300)","58476021200; 58967219600; 57204244208; 57190488005; 8613409000; 58760970300","Narcissists’ Affective Well-Being: Associations of Grandiose Narcissism With State Affect Level and Variability","2024","Journal of Personality and Social Psychology","127","1","","153","175","22","10.1037/pspp0000495","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189301206&doi=10.1037%2fpspp0000495&partnerID=40&md5=3d849dcc7bf7a3f8a33132c6f5ea6424","Whereas grandiose narcissism has generally been found to be related to adaptive affective experiences (i.e., positive affective states), many theoretical conceptualizations have emphasized its associations with characteristics of low affective well-being (i.e., unstable, highly variable affective states). Empirical research on the association of grandiose narcissism with the mean level of and variability in affective states has been inconclusive, as studies have differed considerably in their conceptualizations and measurement of narcissism and affect dynamics and have suffered from methodological limitations. Here, we offer conceptual explanations for previously inconsistent findings, derive diverging hypotheses about different aspects of narcissism and affective well-being, and investigate these hypotheses in two daily diary and three experience-sampling data sets (overall N = 2,125; total measurements = 116,336). As hypothesized, we found diverging associations between agentic and antagonistic aspects of narcissism with affect levels: Whereas narcissistic admiration was related to more pleasant affective states, narcissistic rivalry was related to less pleasant ones. We also obtained some support for diverging effects of admiration and rivalry on affect variability. However, these associations were largely reduced when we corrected for (squared) mean levels of affective valence and arousal. In combination, these findings suggest that only the agentic aspect of grandiose narcissism is conducive to affective well-being, whereas its antagonistic aspect negatively influences affective well-being. Moreover, the assumed associations of grandiose narcissism with volatile affectivity seem to rely heavily on mean-level effects and primarily manifest in experiences of more diverse affective states rather than stronger or more frequent affective fluctuations in general. © 2024 American Psychological Association","Article","Scopus"
"Bühler J.L.; Orth U.","Bühler, Janina Larissa (57201462639); Orth, Ulrich (12807985300)","57201462639; 12807985300","How Relationship Satisfaction Changes Within and Across Romantic Relationships: Evidence From a Large Longitudinal Study","2024","Journal of Personality and Social Psychology","126","5","","930","945","15","10.1037/pspp0000492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183536984&doi=10.1037%2fpspp0000492&partnerID=40&md5=2bf5a650479cfc8022c2bc3c67480664","Research suggests that relationship satisfaction changes in systematic ways over the course of a relationship. In this preregistered study, we tested whether relationship satisfaction changes differently as a function of the eventual outcome of the relationship, that is, whether the relationship lasted, whether it was dissolved, and whether people began a new relationship after separation. Data came from a large longitudinal study (the Longitudinal Study of Generations), including 2,268 participants aged 16–90 years, who were assessed at up to seven waves across 20 years. We used multilevel models to examine change in relationship satisfaction within relationships (i.e., comparing continuing and dissolving relationships) and across relationships (i.e., comparing consecutive relationships of the same persons). The results indicated that satisfaction in dissolving (vs. continuing) relationships was lower and showed a more pronounced decrease over the course of the relationship. Individuals who began a new relationship after separation were more satisfied at the beginning of the new relationship compared to the beginning of the previous relationship. However, satisfaction declined within both relationships (i.e., the previous and the new relationship). Moderator analyses indicated that relationship satisfaction decreased more strongly when participants had children, were in a dissolving relationship of briefer duration, and when the time lag between the previous and current relationship had been shorter. Overall, the findings contribute to understanding change in satisfaction within and across relationships. The Discussion addresses the possibility that couples tend to separate when relationship satisfaction falls below a critical value. © 2024 American Psychological Association","Article","Scopus"
"Slemp G.R.; Field J.G.; Ryan R.M.; Forner V.W.; Van den Broeck A.; Lewis K.J.","Slemp, Gavin R. (55812416700); Field, James G. (56412392700); Ryan, Richard M. (57216285849); Forner, Vivien W. (57203850862); Van den Broeck, Anja (22036912400); Lewis, Kelsey J. (57446058500)","55812416700; 56412392700; 57216285849; 57203850862; 22036912400; 57446058500","Interpersonal Supports for Basic Psychological Needs and Their Relations With Motivation, Well-Being, and Performance: A Meta-Analysis","2024","Journal of Personality and Social Psychology","127","5","","1012","1037","25","10.1037/pspi0000459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194253304&doi=10.1037%2fpspi0000459&partnerID=40&md5=cff50ebfcad74baec97be431c622af00","People’s motivational processes, well-being, and performance are likely to be facilitated through the support of others. Self-determination theory argues that interpersonal supports for autonomy, competence, and relatedness are crucial to achieve these outcomes. In the present study, we provide a comprehensive examination of this formulation based on a meta-analytic database consisting of 4,561 effect sizes from 881 independent samples (N = 443,556). Our results indicate that supports for autonomy, competence, and relatedness were strongly positively related with the satisfaction of these basic needs and strongly negatively related to their frustration. Interpersonal supports for basic needs were strongly positively related with subjective well-being and exhibited small to moderate positive associations with performance. Moderation analyses showed general stability of effects across cultures, although correlations of autonomy support to autonomous motivation weakened as a function of individualism. The opposite pattern was observed for the correlation between relatedness support and intrinsic motivation. Some effects also declined as a function of sample age and lag in measurements. We also find that competence- and relatedness-supportive behaviors explained incremental variance in basic need satisfaction even after controlling for the more established effects of autonomy support. In addition, lateral need supports explained incremental variance in basic need satisfaction after controlling for vertical sources of support. In sum, our results are consistent with the premise that to support optimal motivation, well-being, and performance, a broad set of behaviors that nurture all three basic needs, together with different sources of interpersonal support, should be considered to yield the most benefit. © 2024 The Author(s)","Article","Scopus"
"Bjornsdottir R.T.; Connor P.; Rule N.O.","Bjornsdottir, R. Thora (57188725514); Connor, Paul (49360971800); Rule, Nicholas O. (22836444000)","57188725514; 49360971800; 22836444000","Social Judgments From Faces and Bodies","2024","Journal of Personality and Social Psychology","127","3","","455","468","13","10.1037/pspa0000397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197370844&doi=10.1037%2fpspa0000397&partnerID=40&md5=4256d24ce6f6e04237685f795840cd25","Despite the primacy of the face in social perception research, people often base their impressions on whole persons (i.e., faces and bodies). Yet, perceptions of whole persons remain critically underresearched. We address this knowledge gap by testing the relative contributions of faces and bodies to various fundamental social judgments. Results show that faces and bodies contribute different amounts to particular social judgments on orthogonal axes of social perception: Bodies primarily influence status and ability judgments, whereas faces primarily influence warmth-related evaluations. One possible reason for this may be differences in signal that bodies and faces provide for judgments along these two axes. To test this, we extended our investigation to social judgment accuracy, given that signal is a precondition to accuracy. Focusing on one kind of status/ability judgment—impressions of social class standing—we found that perceivers can discern individuals’ social class standing from faces, bodies, and whole persons. Conditions that included bodies returned higher accuracy, indicating that bodies may contain more signal to individuals’ social class than faces do. Within bodies, shape cued social class more than details of individuals’ clothing. Altogether, these findings highlight the importance of the body for fully understanding processes and outcomes in person perception. © 2024 American Psychological Association","Article","Scopus"
"Jung M.H.; Critcher C.R.; Nelson L.D.","Jung, Minah H. (56626647500); Critcher, Clayton R. (25959028700); Nelson, Leif D. (8372778700)","56626647500; 25959028700; 8372778700","Evaluations are inherently comparative, but are compared to what?","2024","Journal of Personality and Social Psychology","127","2","","291","311","20","10.1037/pspa0000394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195573946&doi=10.1037%2fpspa0000394&partnerID=40&md5=e0136b4113b52aa31c2d92d31c106e4e","Understanding how objective quantities are translated into subjective evaluations has long been of interest to social scientists, medical professionals, and policymakers with an interest in how people process and act on quantitative information. The theory of decision by sampling proposes a comparative procedure: Values seem larger or smaller based on how they rank in a comparison set, the decision sample. But what values are included in this decision sample? We identify and test four mechanistic accounts, each suggesting that how previously encountered attribute values are processed determines whether they linger in the sample to guide the subjective interpretation, and thus the influence, of newly encountered values. Testing our ideas through studies of loss aversion, delay discounting, and vaccine hesitancy, we find strongest support for one account: Quantities need to be subjectively evaluated—rather than merely encountered—for them to enter the decision sample, alter the subjective interpretation of other values, and then guide decision making. Discussion focuses on how the present findings inform understanding of the nature of the decision sample and identify new research directions for the longstanding question of how comparison standards influence decision making. (PsycInfo Database Record (c) 2024 APA, all rights reserved) © 2024 American Psychological Association","Article","Scopus"
"Ingendahl M.; Vogel T.; Woitzel J.; Bücker N.; Boers J.; Alves H.","Ingendahl, Moritz (57217489280); Vogel, Tobias (24765507400); Woitzel, Johanna (57997709800); Bücker, Nike (59350381800); Boers, Jule (59350267700); Alves, Hans (49561093000)","57217489280; 24765507400; 57997709800; 59350381800; 59350267700; 49561093000","The Interplay of Multiple Unconditioned Stimuli in Evaluative Conditioning: A Weighted Averaging Framework for Attitude Formation via Stimulus Co-Occurrences","2024","Journal of Personality and Social Psychology","127","5","","964","985","21","10.1037/pspa0000401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205362253&doi=10.1037%2fpspa0000401&partnerID=40&md5=d77e0f445e7cdb151f37c811b19f1c26","Evaluative conditioning (EC) is a key effect in attitude formation, leading to changes in the liking of neutral attitude objects due to their pairing with positive or negative stimuli. Despite EC’s significance, current theories and most empirical findings are limited to stimulus pairings with a single affective stimulus at a time. In contrast, social environments often involve more complex combinations of affective stimuli. In this article, we introduce a novel framework grounded in information integration research to understand how conditioned attitudes develop in the presence of multiple affective stimuli. Through 10 experiments with different designs, measures, materials, and pairing procedures, we find that individuals’ conditioned attitudes follow the average valence of all affective stimuli present with a stronger weighting of negative stimuli. This weighted averaging rule bears two implications for EC in more complex stimulus combinations. First, EC effects are nonmonotonous, such that additional stimuli of the same valence do not produce incremental EC effects. Second, EC effects are interdependent, such that the impact of one stimulus is weakest when accompanied by another negative stimulus and strongest when no other affective stimulus is present. We examine different cognitive processes underlying this weighted averaging rule, including potential differences in pairing memory or changes in the affective stimuli’s valence when other stimuli are present. Our findings present a novel theoretical perspective on EC and offer valuable insights into attitude change from stimulus co-occurrences in stimulus-rich environments. © 2024 American Psychological Association","Article","Scopus"
"Wald K.A.; Chaudhry S.J.","Wald, Kristina A. (57211582290); Chaudhry, Shereen J. (57205764437)","57211582290; 57205764437","Ignorance Can Be Trustworthy: The Effect of Social Self-Awareness on Trust","2024","Journal of Personality and Social Psychology","","","","","","","10.1037/pspi0000481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211036807&doi=10.1037%2fpspi0000481&partnerID=40&md5=ce036d9454dd9bbff97593c866b3c832","Much research has found self-awareness to be associated with positive qualities, but we explore cases in which self-awareness sends a negative signal to others. Specifically, we propose that when a target person appears to be high in social self-awareness—that is, the person seems to accurately know what others think of them—observers infer that the target’s actions are more intentional because the target is acting while seeming to know what others think of their actions. Because perceived intent is the key input to trust judgments, perceived self-awareness impacts observers’ trust toward the target but does so differently depending on whether the target behaves in ways that positively or negatively impact others. When the target behaves in positive ways, exhibiting high (relative to low) self-awareness should increase trust as the positive behaviors will be interpreted as conveying stronger positive intentions toward others. However, for negative behaviors, exhibiting self-awareness should decrease trust, as it should convey stronger negative intent toward others. Across six studies (N = 4,707) using online experiments, a recall study paradigm, and live interactions in a laboratory setting, we find support for this framework. We also show that when we constrain the extent to which people can infer a target’s intentions toward others from their behaviors—by reducing the target’s control over their own behavior or by reducing the impact of the target’s actions on others—the effect of self-awareness on trust attenuates. Our findings suggest that self-awareness, though often considered a desirable quality, does not universally increase others’ trust. © 2024 American Psychological Association","Article","Scopus"
"Moshagen M.; Hilbig B.E.; Zettler I.","Moshagen, Morten (26321842200); Hilbig, Benjamin E. (24536859800); Zettler, Ingo (25629101100)","26321842200; 24536859800; 25629101100","How and Why Aversive Personality Is Expressed in Political Preferences","2024","Journal of Personality and Social Psychology","127","3","","664","683","19","10.1037/pspp0000498","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195578697&doi=10.1037%2fpspp0000498&partnerID=40&md5=66517670df818630c3076adce8778fac","Political orientation reflects beliefs, opinions, and values that are, at least in part, rooted in stable interindividual differences. Whereas evidence has accumulated with regard to the relevance of basic personality dimensions, especially concerning the sociocultural dimension of political ideology, less attention has been paid to the more specific dispositional tendency to assign a higher weight to one’s own utility above others’ (i.e., socially aversive personality), which is likely to play a pivotal role concerning the economic dimension of political ideology in particular. In three studies with over 66,000 participants from 38 countries, we show that individuals with elevated levels in aversive personality tend to endorse more right-wing political orientations in terms of a single left–right dimension, hold relevant ideological beliefs tied to both sociocultural and economic conservatism, and report corresponding electoral voting behavior. We further provide support for the idea that this overlap between a dispositional tendency toward aversive behavior and a right-wing political orientation can be attributed to shared belief systems. © 2024 American Psychological Association","Article","Scopus"
"Sng O.; Choi M.; Williams K.E.G.; Neel R.","Sng, Oliver (55927380500); Choi, Minyoung (58293860400); Williams, Keelah E. G. (57061442700); Neel, Rebecca (36629043700)","55927380500; 58293860400; 57061442700; 36629043700","The Directed Nature of Social Stereotypes","2024","Journal of Personality and Social Psychology","","","","","","","10.1037/pspa0000425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208270259&doi=10.1037%2fpspa0000425&partnerID=40&md5=8a3b58b7012e36edf87ff8b3d7842741","Stereotypes are strategically complex. We propose that people hold not just stereotypes about what groups are generally like (e.g., “men are competitive”) but stereotypes about how groups behave toward specific groups (e.g., “men are competitive toward”)—what we call directed stereotypes. Across studies, we find that perceivers indeed hold directed stereotypes. Four studies examine directed stereotypes of sex and age (Studies 1 and 2; N = 541) and of race/ethnicity (of Asian/Black/Latino/White Americans; Studies 3 and 4; N = 769), with a focus on stereotypes of competitiveness, aggressiveness, cooperativeness, and communion. Across studies, directed stereotypes present unique patterns that both qualify and reverse well-documented stereotype patterns in the literature. For example, men are typically stereotyped as more competitive than women. However, directed stereotypes show that women are stereotyped to be more competitive than men, when this competitiveness is directed toward young women. Multiple such patterns emerge in the current data, across sex, age, and racial/ethnic stereotypes. Directed stereotypes also uniquely predict intergroup attitudes, over and above general stereotypes (Study 4). The idea of directed stereotypes is compatible with multiple theoretical perspectives and intuitive. However, they have been unexamined. We discuss the implications of the current work for thinking about the nature and measurement of social stereotypes, stereotype content, and social perception more broadly. © 2024 American Psychological Association","Article","Scopus"
"Capraro V.","Capraro, Valerio (49361021300)","49361021300","The Dual-Process Approach to Human Sociality: Meta-Analytic Evidence for a Theory of Internalized Heuristics for Self-Preservation","2024","Journal of Personality and Social Psychology","126","5","","719","757","38","10.1037/pspa0000375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190854921&doi=10.1037%2fpspa0000375&partnerID=40&md5=269e544d158d2f03b12633c0c7c0f6d0","Which social decisions are influenced by intuitive processes? Which by deliberative processes? The dualprocess approach to human sociality has emerged in the last decades as a vibrant and exciting area of research. Yet a perspective that integrates empirical and theoretical work is lacking. This review and meta-analysis synthesizes the existing literature on the cognitive basis of cooperation, altruism, truth telling, positive and negative reciprocity, and deontology and develops a framework that organizes the experimental regularities. The meta-analytic results suggest that intuition favors a set of heuristics that are related to the instinct for selfpreservation: people avoid being harmed, avoid harming others (especially when there is a risk of harm to themselves), and are averse to disadvantageous inequalities. Finally, this article highlights some key research questions to further advance our understanding of the cognitive foundations of human sociality. © 2024 American Psychological Association","Article","Scopus"
"Bai H.; Zhao X.","Bai, Hui (57211785696); Zhao, Xian (59443993200)","57211785696; 59443993200","Asian = Machine, Black = Animal? The Racial Asymmetry of Dehumanization","2024","Journal of Personality and Social Psychology","127","5","","1038","1061","23","10.1037/pspi0000455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203011313&doi=10.1037%2fpspi0000455&partnerID=40&md5=a3980d9ea082d9f85200bf69bafee15a","How different racial minorities experience racism differently remains underexplored in existing research. Here, we show that Asian and Black people are often dehumanized differently. Twelve studies spotlight a racial asymmetry in dehumanization using a wide array of methods (experimental, archival, and computational) and data sources (online samples, word embeddings, and U.S. Bureau of Labor Statistics data): Whereas Black people are more often subjected to animalistic dehumanization, Asian people are predominantly subjected to mechanistic dehumanization. We demonstrate this asymmetry from the vantage point of victims (Studies 1a and 1b) and perpetrators (Studies 2a–2d). We further document the prevalence of this asymmetry across diverse domains, from everyday language (Study 3) to perceptions in the realms of romantic relationships (Study 4a), crime rates (Study 4b), and business skills (Study 4c). Finally, we demonstrate the asymmetry’s real-world consequences in labor market segregation (Studies 5 and 6). Our findings shed light on the distinct experiences of racism encountered by different racial groups and, more critically, introduce a framework that unifies and integrates scattered empirical observations on perceptions of Asian people. © 2024 American Psychological Association","Article","Scopus"
"Wainio-Theberge S.; Armony J.L.","Wainio-Theberge, Soren (57209290945); Armony, Jorge L. (6701463907)","57209290945; 6701463907","Differences in Natural Standing Posture Are Associated With Antisocial and Manipulative Personality Traits","2024","Journal of Personality and Social Psychology","127","5","","1089","1102","13","10.1037/pspp0000515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211828104&doi=10.1037%2fpspp0000515&partnerID=40&md5=661812cf3baebccab99da32cb261c773","In humans and animals, body posture is used in social and affective contexts to communicate social information, signal intentions, and prepare the individual for adaptive action. However, though stable individual differences in affect and social cognition are well studied, body posture continues to be typically studied in the context of state variation, and it remains unknown if trait-level differences in body posture exist and carry information about the individual. In our article, we show in a large sample (total N = 608 across five studies) that individual differences in body posture measured in a natural, baseline context are robustly associated with individual differences in personality. Through a series of studies, we characterize this relationship as reflecting individual differences in postural dominance and submission, which are associated with attitudes toward competition, power, and social hierarchy. We also validate our measure of natural posture by correlating it with physiological data from relevant musculature and showing its stability over a 1-month interval. Our work suggests that postural signaling of social rank occurs not just in brief displays in social contexts but exists as a stable individual trait with consequences for socioaffective processing. © 2024 American Psychological Association","Article","Scopus"
"Bai F.; Lin K.J.; Yan J.; Li H.","Bai, Feng (56372401200); Lin, Katrina Jia (56918971900); Yan, Jin (23669620000); Li, Huisi (57205388084)","56372401200; 56918971900; 23669620000; 57205388084","How Virtue, Competence, and Dominance Conjointly Shape Status Attainment at Work: Integrating Person-Centered and Variable-Centered Approaches","2024","Journal of Personality and Social Psychology","127","6","","1172","1188","16","10.1037/pspa0000403","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205240735&doi=10.1037%2fpspa0000403&partnerID=40&md5=18c12e64f950e425f9ef05a046017b3b","Status researchers have recognized virtue, competence, and dominance as distinct, viable routes to attaining status. While acknowledging that these routes could be compatible and may not operate independently, prior research relying on a variable-centered perspective has largely neglected their potentially complex interactions. This article integrates a person-centered perspective with the variable-centered perspective to explore how different routes conjointly shape workplace status. Study 1A (N = 537) employs latent profile analysis, an inductive person-centered method, to re-analyze existing survey data, identifying seven distinct profiles of virtue, competence, and dominance that people use to attain status. Study 1B (N = 988) confirms the existence of these profiles in an independent sample of full-time U.S. workers, albeit with nuanced differences in levels. Across our initial studies, these profiles differ in status attainment, with a profile characterized by high virtue and competence but low dominance associated with the highest status—a key discovery challenging to uncover using the variable-centered approach alone. Study 2 (N = 792), a preregistered experiment manipulating the three routes in hypothetical scenarios, gathers causal evidence confirming these profiles’ varying effectiveness. Study 3 (N = 785), another preregistered experiment using refined manipulations, corroborates the findings of Study 2 and provides evidence for the relevance of these causal insights to real-life workplace contexts. This research has several crucial implications: reaching the top requires a combination of multiple routes; conflating virtue and competence under the umbrella of “prestige” obscures their unique contributions; and dominance’s positive effect on status is not universally applicable. © 2024 American Psychological Association","Article","Scopus"
"Neerdaels J.; Teymoori A.; Tröster C.; Van Quaquebeke N.","Neerdaels, Jasper (58038116000); Teymoori, Ali (54891536500); Tröster, Christian (36096047100); Van Quaquebeke, Niels (17347246200)","58038116000; 54891536500; 36096047100; 17347246200","When Lack of Control Leads to Uncertainty: Explaining the Effect of Anomie on Support for Authoritarianism","2024","Journal of Personality and Social Psychology","","","","","","","10.1037/pspi0000483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211128404&doi=10.1037%2fpspi0000483&partnerID=40&md5=22e914abcb2595167a99151b69344739","Studies have shown that anomie, that is, the perception that a society’s leadership and social fabric are breaking down, is a central predictor of individuals’ support for authoritarianism. However, causal evidence for this relationship is missing. Moreover, previous studies are ambiguous regarding the mediating mechanism and lack empirical tests for the same. Against this background, we derive a set of integrative hypotheses: First, we argue that perceptions of anomie lead to a perceived lack of political control. The repeated failure to exert control in the political sphere leads to feelings of uncertainty about the functioning and meaning of the political world. This uncertainty heightens people’s susceptibility to authoritarianism because, we argue, the latter promises a sense of order, meaning, and the guidance of a “strong leader.” We support our hypothesis in a large-scale field study with a representative sample of the German population (N = 1,504) while statistically ruling out alternative explanations. Adding internal validity, we provide causal evidence for each path in our sequential mediation hypothesis in three preregistered, controlled experiments (conducted in the United States, total N = 846). Our insights may support policymakers in addressing the negative political consequences of anomie. © 2024 American Psychological Association","Article","Scopus"
"Celniker J.B.; Ditto P.H.","Celniker, Jared B. (57202339692); Ditto, Peter H. (7003936520)","57202339692; 7003936520","Of Preferences and Priors: Motivated Reasoning in Partisans’ Evaluations of Scientific Evidence","2024","Journal of Personality and Social Psychology","127","5","","986","1011","25","10.1037/pspa0000417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211830774&doi=10.1037%2fpspa0000417&partnerID=40&md5=39a5d9bf8ac34161ee8031dd98c132e9","Despite decades of research, it has been difficult to resolve debates about the existence and nature of partisan bias—the tendency to evaluate information more positively when it supports, rather than challenges, one’s political views. Whether partisans display partisan biases, and whether any such biases reflect motivated reasoning, remains contested. We conducted four studies (total N = 4,010) in which participants who made unblinded evaluations of politically relevant science were compared to participants who made blinded evaluations of the same study. The blinded evaluations—judgments of a study’s quality given before knowing whether its results were politically congenial—served as impartial benchmarks against which unblinded participants’ potentially biased evaluations were compared. We also modeled the influence of partisans’ preferences and prior beliefs to test accounts of partisan judgment more stringently than past research. Across our studies, we found evidence of politically motivated reasoning, as unblinded partisans’ preferences and prior beliefs independently biased their evaluations. We contend that conceptual confusion between descriptive and normative (e.g., Bayesian) models of political cognition has impeded the resolution of long-standing theoretical debates, and we discuss how our results may help advance more integrative theorizing. We also consider how the blinding paradigm can help researchers address further theoretical disputes (e.g., whether liberals and conservatives are similarly biased), and we discuss the implications of our results for addressing partisan biases within and beyond social science. © 2024 American Psychological Association","Article","Scopus"
"Sepehri A.; Duclos R.; Haghighi N.","Sepehri, Amir (57218513742); Duclos, Rod (55505064200); Haghighi, Nasir (57340388700)","57218513742; 55505064200; 57340388700","Ideas Worth Spreading? When, How, and for Whom Information Load Hurts Online Talks’ Popularity","2024","Journal of Personality and Social Psychology","128","2","","281","299","18","10.1037/pspa0000430","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213260698&doi=10.1037%2fpspa0000430&partnerID=40&md5=1550dc87817d733f69c4045ff650f04a","What makes cultural products such as edutainment (i.e., online talks) successful versus not? Asked differently, which characteristics make certain addresses more (vs. less) appealing? Across 12 field and lab studies, we explore when, why, and for whom the information load carried in TED talks causes them to gain (vs. lose) popularity. First and foremost, we uncover a negative effect whereby increases in the number of topics broached in a talk (i.e., information load) hurt viewer adoption. The cause? Processing disfluency. As information load soars, content becomes more difficult to process, which in turn reduces interest. Probing process further, we show this effect fades among audience members with greater need for cognition, a personality trait marking a penchant for deep and broad information processing. Similarly, the effect fades among edutainment viewers favoring education goals (i.e., cognitive enrichment) whereas it amplifies among those favoring entertainment (i.e., hedonic pleasure). Our investigation also documents the counterintuitiveness of our findings (i.e., how individuals mispredict which talks they would actually [dis] like). From these results, we derive theoretical insights for processing fluency research and the psychology of cultural products adoption (i.e., we weigh in on when, why, and for whom fluency has favorable vs. unfavorable downstream effects). We also derive prescriptive insights for (a) players of the edutainment industry whose very business hinges on curating appealing content (e.g., TED, Talks@Google, The Moth, Big Think, Spotify) and (b) communicators of all creeds wishing to broaden their reach and appeal (e.g., professors, scientists, politicians, journalists, bloggers, podcasters, content editors, online community managers). © 2024 American Psychological Association","Article","Scopus"
"Wiedenroth A.; Wessels N.M.; Leising D.","Wiedenroth, Anne (57214091000); Wessels, Nele M. (57031783500); Leising, Daniel (8508280000)","57214091000; 57031783500; 8508280000","Determinants of Consensus in Person Judgments: The Joint Influence of Information Overlap, Information Quantity, Cross-Situational Consistency, and Shared Meaning","2024","Journal of Personality and Social Psychology","127","1","","176","198","22","10.1037/pspp0000494","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189140068&doi=10.1037%2fpspp0000494&partnerID=40&md5=81593816c198522e22d871d949a175aa","This study investigated the effects and interplay of several core determinants of consensus in person perception: information overlap, information quantity, cross-situational consistency, and shared meaning. Targets (N = 200) were filmed in different standardized situations. Perceivers either watched the same target in different situations (N = 1,395 perceivers) or different targets in the same situation (N = 3,963 perceivers) and then rated the targets’ personalities after each video. Overlap of the observed situations was systematically varied across perceivers. Consensus was higher when perceivers (a) observed a target in more overlapping situations, (b) observed a target in more situations overall, judged characteristics (c) for which between-target differences were more consistent across situations, or (d) for which perceivers had more similar meaning systems. The effect of overlap was more important with low consistency or information quantity, but moderate in size overall. In light of prior research failing to adequately operationalize overlap and consider its interplay with other factors, this study presents the strongest evidence to date on these issues. © 2024 American Psychological Association","Article","Scopus"
"Zhu G.; Hildreth J.A.D.; Chen Y.-R.","Zhu, Gaoyuan (59413038400); Hildreth, John Angus D. (56548454100); Chen, Ya-Ru (59412967300)","59413038400; 56548454100; 59412967300","Strategic Uniqueness Seeking: A Cultural Perspective","2024","Journal of Personality and Social Psychology","","","","","","","10.1037/pspa0000429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211043136&doi=10.1037%2fpspa0000429&partnerID=40&md5=94ee5e4c3b531bc2a14b9b5745ddfd24","Building on the perspectives reflected in the Western intellectual tradition of the psychology of identity and the self, current research in cultural psychology tends to conceptualize uniqueness preferences as reflecting an identity-based motive and argues that people in Western cultures value uniqueness because it is viewed as inherently important to their identity and individuality. In this research, we introduce a complementary Eastern perspective to understand uniqueness preferences and argue that uniqueness preferences can also reflect a strategic motive where people in East Asian cultures may also value uniqueness because of the instrumental material and social benefits they believe uniqueness may confer. We tested our propositions in nine preregistered studies contrasting the decision making of people in the United States with those in China. We found that compared to participants from the United States, those from China were more likely to pursue uniqueness or believe others would pursue uniqueness in situations where being unique could potentially confer material and social benefits (Studies 1a–1c, 2, 4, 5), and this behavioral tendency could be explained in part by participants from China exhibiting a greater strategic motive for uniqueness seeking (Studies 3–5). Further, correlational and experimental studies provided some evidence for the roles of the need for power, power distance orientation, trait competitiveness, and upward social comparison as psychological antecedents to the strategic motive for uniqueness seeking (Studies 5–7). Overall, this research provides an alternative Eastern cultural perspective to balance the prevailing Western cultural perspective for understanding uniqueness preferences. © 2024 American Psychological Association","Article","Scopus"
