Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,DOI,Link,Abstract,Document Type,Source
Barrera-Lemarchand F.; Balenzuela P.; Bahrami B.; Deroy O.; Navajas J.,"Barrera-Lemarchand, Federico (57217668362); Balenzuela, Pablo (6508045504); Bahrami, Bahador (6602660978); Deroy, Ophelia (36760637300); Navajas, Joaquin (56050496500)",57217668362; 6508045504; 6602660978; 36760637300; 56050496500,Promoting Erroneous Divergent Opinions Increases the Wisdom of Crowds,2024,Psychological Science,35,8,,872,886,14,10.1177/09567976241252138,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196203544&doi=10.1177%2f09567976241252138&partnerID=40&md5=335297d37f37383aee4a3e8e0bfac695,"The aggregation of many lay judgments generates surprisingly accurate estimates. This phenomenon, called the “wisdom of crowds,” has been demonstrated in domains such as medical decision-making and financial forecasting. Previous research identified two factors driving this effect: the accuracy of individual assessments and the diversity of opinions. Most available strategies to enhance the wisdom of crowds have focused on improving individual accuracy while neglecting the potential of increasing opinion diversity. Here, we study a complementary approach to reduce collective error by promoting erroneous divergent opinions. This strategy proposes to anchor half of the crowd to a small value and the other half to a large value before eliciting and averaging all estimates. Consistent with our mathematical modeling, four experiments (N = 1,362 adults) demonstrated that this method is effective for estimation and forecasting tasks. Beyond the practical implications, these findings offer new theoretical insights into the epistemic value of collective decision-making. © The Author(s) 2024.",Article,Scopus
Imhoff R.; Müller B.C.N.; Heidrich V.,"Imhoff, Roland (35200726200); Müller, Barbara C. N. (26022500900); Heidrich, Verena (58941878100)",35200726200; 26022500900; 58941878100,Do They Look the Same Unless They Are Angry? Investigating the Other-Race Effect in the Presence of Angry Expressions,2024,Psychological Science,35,4,,405,414,9,10.1177/09567976231218640,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187942389&doi=10.1177%2f09567976231218640&partnerID=40&md5=68f2082e3c0f298b7ef02601a5efec39,"Ethnic out-group members are disproportionately more often the victim of misidentifications. The so-called other-race effect (ORE), the tendency to better remember faces of individuals belonging to one’s own ethnic in-group than faces belonging to an ethnic out-group, has been identified as one causal ingredient in such tragic incidents. Investigating an important aspect for the ORE—that is, emotional expression—the seminal study by Ackerman and colleagues (2006) found that White participants remembered neutral White faces better than neutral Black faces, but crucially, Black angry faces were better remembered than White angry faces (i.e., a reversed ORE). In the current study, we sought to replicate this study and directly tackle the potential causes for different results with later work. Three hundred ninety-six adult White U.S. citizens completed our study in which we manipulated the kind of employed stimuli (as in the original study vs. more standardized ones) whether participants knew of the recognition task already at the encoding phase. Additionally, participants were asked about the unusualness of the presented faces. We were able to replicate results from the Ackerman et al. (2006) study with the original stimuli but not with more standardized stimuli. © The Author(s) 2024.",Article,Scopus
Ren Z.; Schaumberg R.,"Ren, Zhiying (57791675000); Schaumberg, Rebecca (26639721500)",57791675000; 26639721500,Disagreement Gets Mistaken for Bad Listening,2024,Psychological Science,35,5,,455,470,15,10.1177/09567976241239935,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190802795&doi=10.1177%2f09567976241239935&partnerID=40&md5=a26ee0224a2f6225d70f9fc68699806a,"It is important for people to feel listened to in professional and personal communications, and yet they can feel unheard even when others have listened well. We propose that this feeling may arise because speakers conflate agreement with listening quality. In 11 studies (N = 3,396 adults), we held constant or manipulated a listener’s objective listening behaviors, manipulating only after the conversation whether the listener agreed with the speaker. Across various topics, mediums (e.g., video, chat), and cues of objective listening quality, speakers consistently perceived disagreeing listeners as worse listeners. This effect persisted after controlling for other positive impressions of the listener (e.g., likability). This effect seemed to emerge because speakers believe their views are correct, leading them to infer that a disagreeing listener must not have been listening very well. Indeed, it may be prohibitively difficult for someone to simultaneously convey that they disagree and that they were listening. © The Author(s) 2024.",Article,Scopus
Lind M.; Ture S.; McAdams D.P.; Cowan H.R.,"Lind, Majse (57193758974); Ture, Sebnem (59473189600); McAdams, Dan P. (35606332800); Cowan, Henry R. (57201008542)",57193758974; 59473189600; 35606332800; 57201008542,"Narrative Identity, Traits, and Trajectories of Depression and Well-Being: A 9-Year Longitudinal Study",2024,Psychological Science,35,12,,1325,1339,14,10.1177/09567976241296512,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208176323&doi=10.1177%2f09567976241296512&partnerID=40&md5=670c12103c392e0674df72943192bca5,"Mental health and well-being tend to improve with age, and personality differences affect these trajectories. Although it is well established that dispositional traits, such as extraversion and neuroticism, relate to well-being, the incremental validity of other important personality constructs, such as narrative identity, remains unknown. Across 9 years, 157 late-midlife adults (Mage = 56.4 years, SD = 0.96) self-reported their well-being and symptoms of depression each year and wrote an annual narrative account describing their greatest life challenge (Nchallenges = 1,211). The narrative accounts were content-coded for themes of agency and communion. Results showed that themes of agency and communion in narrative identity were significantly and uniquely associated with well-being and depression across time, over and above the effects of traits. The benefits of considering both narrative identity and dispositional personality traits as they jointly apply to mental health are discussed. © The Author(s) 2024.",Article,Scopus
Kanngiesser P.; Sunderarajan J.; Hafenbrädl S.; Woike J.K.,"Kanngiesser, Patricia (35118791100); Sunderarajan, Jahnavi (57203206744); Hafenbrädl, Sebastian (37121922600); Woike, Jan K. (36787926200)",35118791100; 57203206744; 37121922600; 36787926200,Children Sustain Cooperation in a Threshold Public-Goods Game Even When Seeing Others’ Outcomes,2024,Psychological Science,35,10,,1094,1107,13,10.1177/09567976241267854,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201531632&doi=10.1177%2f09567976241267854&partnerID=40&md5=24ca2f5798941e9d64a07056f89d242e,"Many societal challenges are threshold dilemmas requiring people to cooperate to reach a threshold before group benefits can be reaped. Yet receiving feedback about others’ outcomes relative to one’s own (relative feedback) can undermine cooperation by focusing group members’ attention on outperforming each other. We investigated the impact of relative feedback compared to individual feedback (only seeing one’s own outcome) on cooperation in children from Germany and India (6- to 10-year-olds, N = 240). Using a threshold public-goods game with real water as a resource, we show that, although feedback had an effect, most groups sustained cooperation at high levels in both feedback conditions until the end of the game. Analyses of children’s communication (14,374 codable utterances) revealed more references to social comparisons and more verbal efforts to coordinate in the relative-feedback condition. Thresholds can mitigate the most adverse effects of social comparisons by focusing attention on a common goal. © The Author(s) 2024.",Article,Scopus
Wu Q.; Flombaum J.I.,"Wu, Qihan (58976168900); Flombaum, Jonathan I. (6507625241)",58976168900; 6507625241,The Motion-Silencing Illusion Depends on Object-Centered Representation,2024,Psychological Science,35,5,,504,516,12,10.1177/09567976241235104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189822793&doi=10.1177%2f09567976241235104&partnerID=40&md5=3310b10627782298ceebe928078cb844,"Motion silencing is a striking and unexplained visual illusion wherein changes that are otherwise salient become difficult to perceive when the changing elements also move. We develop a new method for quantifying illusion strength (Experiments 1a and 1b), and we demonstrate a privileged role for rotational motion on illusion strength compared with highly controlled stimuli that lack rotation (Experiments 2a to 3b). These contrasts make it difficult to explain the illusion in terms of lower-level detection limits. Instead, we explain the illusion as a failure to attribute changes to locations. Rotation exacerbates the illusion because its perception relies upon structured object representations. This aggravates the difficulty of attributing changes by demanding that locations are referenced relative to both an object-internal frame and an external frame. Two final experiments (4a and 4b) add support to this account by employing a synchronously rotating external frame of reference that diminishes otherwise strong motion silencing. All participants were Johns Hopkins University undergraduates. © The Author(s) 2024.",Article,Scopus
Semin G.R.; DePhillips M.; Gomes N.,"Semin, Gün R. (7006221548); DePhillips, Michael (58739843600); Gomes, Nuno (57192590353)",7006221548; 58739843600; 57192590353,Investigating Inattentional Blindness Through the Lens of Fear Chemosignals,2024,Psychological Science,35,1,,72,81,9,10.1177/09567976231213572,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178469483&doi=10.1177%2f09567976231213572&partnerID=40&md5=822e371fe1762b691bbcd3c4d540daba,"Inattentional blindness is a phenomenon wherein people fail to perceive obvious stimuli within their vision, sometimes leading to dramatic consequences. Research on the effects of fear chemosignals suggests that they facilitate receivers’ sensory acquisition. We aimed to examine the interplay between these phenomena, investigating whether exposure to fear chemosignals (vs. rest body odors) can reduce the inattentional-blindness handicap. Utilizing a virtual-reality aquarium, we asked participants to count how many morsels a school of fish consumed while two unexpected stimuli swam by. We predicted that participants exposed to fear chemosignals (N = 131) would detect unexpected stimuli significantly more often than participants exposed to rest body odors (N = 125). All participants were adult Portuguese university students aged 18 to 40 years. The results confirmed our hypothesis, χ2(1) = 6.10, p =.014, revealing that exposure to fear chemosignals significantly increased the detection of unexpected stimuli by about 10%. The implications of our findings open a novel avenue for reducing the adverse consequences of inattentional blindness. © The Author(s) 2023.",Article,Scopus
Jones H.M.; Diaz G.K.; Ngiam W.X.Q.; Awh E.,"Jones, Henry M. (57221342050); Diaz, Gisella K. (57188843538); Ngiam, William X. Q. (57189733374); Awh, Edward (57195130169)",57221342050; 57188843538; 57189733374; 57195130169,Electroencephalogram Decoding Reveals Distinct Processes for Directing Spatial Attention and Encoding Into Working Memory,2024,Psychological Science,35,10,,1108,1138,30,10.1177/09567976241263002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203371935&doi=10.1177%2f09567976241263002&partnerID=40&md5=2582ae43b76b644ea56d5e3a1c7e2b10,"Past work reveals a tight relationship between spatial attention and storage in visual working memory. But is spatially attending an item tantamount to working memory encoding? Here, we tracked electroencephalography (EEG) signatures of spatial attention and working memory encoding while independently manipulating the number of memory items and the spatial extent of attention in two studies of adults (N = 39; N = 33). Neural measures of spatial attention tracked the position and size of the attended area independent of the number of individuated items encoded into working memory. At the same time, multivariate decoding of the number of items stored in working memory was insensitive to variations in the breadth and position of spatial attention. Finally, representational similarity analyses provided converging evidence for a pure load signal that is insensitive to the spatial extent of the stored items. Thus, although spatial attention is a persistent partner of visual working memory, it is functionally dissociable from the selection and maintenance of individuated representations in working memory. © The Author(s) 2024.",Article,Scopus
Zhou X.; Hong X.; Wong P.C.M.,"Zhou, Xin (57191094929); Hong, Xuancu (58314575500); Wong, Patrick C. M. (14018817600)",57191094929; 58314575500; 14018817600,Autistic Traits Modulate Social Synchronizations Between School-Aged Children: Insights From Three fNIRS Hyperscanning Experiments,2024,Psychological Science,35,8,,840,857,17,10.1177/09567976241237699,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193074450&doi=10.1177%2f09567976241237699&partnerID=40&md5=e84d4d1de7f09582b1a965e89c11b67c,"The current study investigated how autistic traits modulate peer interactions using functional near-infrared spectroscopy (fNIRS) hyperscanning. Across three experiments, we tested the effect of copresence, joint activity, and a tangible goal during cooperative interactions on interbrain coherence (IBC) in school-aged children between 9 and 11 years old. Twenty-three dyads of children watched a video alone or together in Experiment 1, engaged in joint or self-paced book reading in Experiment 2, and pretended to play a Jenga game or played for real in Experiment 3. We found that all three formats of social interactions increased IBC in the frontotemporoparietal networks, which have been reported to support social interaction. Further, our results revealed the shared and unique interbrain connections that were predictive of the lower and higher parent-reported autism-spectrum quotient scores, which indicated child autistic traits. Results from a convergence of three experiments provide the first evidence to date that IBC is modulated by child autistic traits. © The Author(s) 2024.",Article,Scopus
von Stumm S.,"von Stumm, Sophie (26436419000)",26436419000,Adolescents’ Perceptions of Household Chaos Predict Their Adult Mental Health: A Twin-Difference Longitudinal Cohort Study,2024,Psychological Science,35,7,,736,748,12,10.1177/09567976241242105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193010902&doi=10.1177%2f09567976241242105&partnerID=40&md5=6a814f5c0ca1b25a5d6b5287a8e480df,"This study tested whether adolescents who perceived less household chaos in their family’s home than their same-aged, same-sex sibling achieved more favorable developmental outcomes in young adulthood, independent of parent-reported household chaos and family-level confounding. Data came from 4,732 families from the Twins Early Development Study, a longitudinal, U.K.-population representative cohort study of families with twins born in 1994 through 1996 in England and Wales. Adolescents who reported experiencing greater household chaos than their sibling at the age of 16 years suffered significantly poorer mental-health outcomes at the age of 23 years, independent of family-level confounding. Mental-health predictions from perceived household chaos at earlier ages were not significant, and neither were predictions for other developmental outcomes in young adulthood, including socioeconomic status indicators, sexual risk taking, cannabis use, and conflict with the law. The findings suggest that altering children’s subjective perceptions of their rearing environments may help improve their adult mental health. © The Author(s) 2024.",Article,Scopus
Mohsenin S.; Munz K.P.,"Mohsenin, Shahryar (58986704200); Munz, Kurt P. (57219841173)",58986704200; 57219841173,Gender-Ambiguous Voices and Social Disfluency,2024,Psychological Science,35,5,,543,557,14,10.1177/09567976241238222,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190424325&doi=10.1177%2f09567976241238222&partnerID=40&md5=12a50b485bd6e8c0107d64be5b755574,"Recently, gender-ambiguous (nonbinary) voices have been added to voice assistants to combat gender stereotypes and foster inclusion. However, if people react negatively to such voices, these laudable efforts may be counterproductive. In five preregistered studies (N = 3,684 adult participants) we found that people do react negatively, rating products described by narrators with gender-ambiguous voices less favorably than when they are described by clearly male or female narrators. The voices create a feeling of unease, or social disfluency, that affects evaluations of the products being described. These effects are best explained by low familiarity with voices that sound ambiguous. Thus, initial negative reactions can be overcome with more exposure. © The Author(s) 2024.",Article,Scopus
Hillman H.; Botthof T.; Forrence A.D.; McDougle S.D.,"Hillman, Hanna (57216742295); Botthof, Tabea (58825546400); Forrence, Alexander D. (57195613043); McDougle, Samuel D. (54783196600)",57216742295; 58825546400; 57195613043; 54783196600,Dissociable Codes in Motor Working Memory,2024,Psychological Science,35,2,,150,161,11,10.1177/09567976231221756,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182806009&doi=10.1177%2f09567976231221756&partnerID=40&md5=06ad835154562973c309f8467625a1bb,"Working memory has been comprehensively studied in sensory domains, like vision, but little attention has been paid to how motor information (e.g., kinematics of recent movements) is maintained and manipulated in working memory. “Motor working memory” (MWM) is important for short-term behavioral control and skill learning. Here, we employed tasks that required participants to encode and recall reaching movements over short timescales. We conducted three experiments (N = 65 undergraduates) to examine MWM under varying cognitive loads, delays, and degrees of interference. The results support a model of MWM that includes an abstract code that flexibly transfers across effectors, and an effector-specific code vulnerable to interfering movements, even when interfering movements are irrelevant to the task. Neither code was disrupted by increasing visuospatial working memory load. These results echo distinctions between representational formats in other domains, suggesting that MWM shares a basic computational structure with other working memory subsystems. © The Author(s) 2024.",Article,Scopus
Michal A.L.; Shah P.,"Michal, Audrey L. (56441473700); Shah, Priti (7403285225)",56441473700; 7403285225,A Practical Significance Bias in Laypeople’s Evaluation of Scientific Findings,2024,Psychological Science,35,4,,315,327,12,10.1177/09567976241231506,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186950636&doi=10.1177%2f09567976241231506&partnerID=40&md5=bc91e579c15f65eb58820f71632d5e4d,"People often rely on scientific findings to help them make decisions—however, failing to report effect magnitudes might lead to a potential bias in assuming findings are practically significant. Across two online studies (Prolific; N = 800), we measured U.S. adults’ endorsements of expensive interventions described in media reports that led to effects that were small, large, or of unreported magnitude between groups. Participants who viewed interventions with unreported effect magnitudes were more likely to endorse interventions compared with those who viewed interventions with small effects and were just as likely to endorse interventions as those who viewed interventions with large effects, suggesting a practical significance bias. When effect magnitudes were reported, participants on average adjusted their evaluations accordingly. However, some individuals, such as those with low numeracy skills, were more likely than others to act on small effects, even when explicitly prompted to first consider the meaningfulness of the effect. © The Author(s) 2024.",Article,Scopus
