"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link","Abstract","Document Type","Source"
"Martinez J.E.","Martinez, Joel E. (57190372136)","57190372136","Analytic Racecraft: Race-Based Averages Create Illusory Group Differences in Perceptions of Racism","2024","Journal of Experimental Psychology: General","153","12","","3042","3061","19","10.1037/xge0001673","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206621425&doi=10.1037%2fxge0001673&partnerID=40&md5=5fcd2e41d0d1112b064e802bb4076c39","Research practices used by social scientists to understand and dismantle the psychological foundations that uphold racist hierarchies can backfire when they rely on racecraft. Racecraft ideology assumes the reality of race(s), an assumption that shapes study designs and inferences to the detriment of theoretical and practical goals. I showcase how racecraft manifests in studies seeking to quantify how perceptions of sociopolitical stimuli differ across racialized perceivers (e.g., black, white, latinx). The typical analysis for quantifying perceptions focuses on comparing group averages, which assumes the existence of discrete “races” whose perceptions can be sufficiently summarized by averages. Across three studies, I used variance component analyses on racism ratings of anti-immigrant tweets from differently racialized perceivers (N = 1,211) to show there was much larger disagreement than agreement within race categories, even when there were average differences in perceptions across race categories. This analysis shows how analytic practices can bolster different assumptions about the nature of race, some of which reify the illusion that race categories are stable cohesive groups. Researchers can improve their analytic inferences and avoid producing race-reifying caricatures of peoples’ perceptions by adding variance mapping to their toolkits and attending to racialization as a dynamic process—needed improvements within the psychological study of race and racism, group-based beliefs, and antiracist research endeavors. © 2024 American Psychological Association","Article","Scopus"
"Park Y.; Klein N.","Park, YeJin (59064005400); Klein, Nadav (56181409600)","59064005400; 56181409600","Ghosting: Social Rejection Without Explanation, but Not Without Care","2024","Journal of Experimental Psychology: General","153","7","","1765","1789","24","10.1037/xge0001590","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195593040&doi=10.1037%2fxge0001590&partnerID=40&md5=32d8f7c05f3772f57aa0c518882cdda5","Many social ties end when one side rejects the other, but rejection does not need to happen directly. Ghosting—the act of ending a relationship by ignoring another person’s attempts to connect—is a common way of ending social ties. The present experiments first establish the key characteristics of ghosting and distinguish it from other rejection behaviors (Pilot Studies 1a–1c). The experiments then proceed to explore the relational and motivational implications of this behavior, finding that ghosters (those who ghost) care about the well-being of ghostees (those who are ghosted) more than ghostees realize. This result occurs in recalled instances of ghosting (Experiment 1), when ghosting in real time (Experiment 2), and when refraining from ghosting is monetarily costly (Experiment 3). We find that this occurs partly because ghostees underestimate the other-oriented motives involved in ghosting, misunderstanding that ghosters ghost partly as a way to end a tie while avoiding hurting ghostees’ feelings (Experiments 4–6). Indeed, greater other-oriented motives lead to a higher likelihood of ghosting others (Experiment 7). A final experiment finds relational consequences whereby ghostees miss out on opportunities for future help exchange due to their underestimation of the extent to which ghosters care about them (Experiment 8). Ghosting is social rejection without explanation or feedback, but not without care. This study highlights how prosocial motives can drive rejection behaviors and the role of interpersonal accuracy in mitigating the negative effects of social rejection. © 2024 American Psychological Association","Article","Scopus"
"Duval A.; Beatty-Martínez A.L.; Pasvanis S.; Crestol A.; Snytte J.; Rajah M.N.; Titone D.A.","Duval, Alicia (57561419000); Beatty-Martínez, Anne L. (57194168613); Pasvanis, Stamatoula (24605856400); Crestol, Arielle (57678592100); Snytte, Jamie (57218586154); Rajah, M. Natasha (57562677500); Titone, Debra A. (6701732238)","57561419000; 57194168613; 24605856400; 57678592100; 57218586154; 57562677500; 6701732238","Language Diversity Across Home and Work Contexts Differentially Impacts Age- and Menopause-Related Declines in Cognitive Control in Healthy Females","2024","Journal of Experimental Psychology: General","153","6","","1537","1550","13","10.1037/xge0001564","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195548992&doi=10.1037%2fxge0001564&partnerID=40&md5=9bf85a3ccc2b3b22f6b672760b22debc","Menopause is associated with declines in cognitive control. However, there is individual variability in the slope of this decline. Recent work suggests that indices of cognitive control are mediated by communicative demands of the language environment. However, little is known about how the impact of bilingual experience generalizes across the lifespan, particularly in females who exhibit steeper cognitive decline due to increasing age and menopausal transition. Thus, we investigated whether diversity of language use in distinct communicative contexts modulated the effects of aging and menopause on cognitive control in an adult lifespan sample of healthy females. We performed robust linear regressions on a sample of 120 females (age range 20–65 years) to characterize age- (n = 120) and menopause-related (n = 59) declines in cognitive control (as assessed by the Wisconsin Card Sorting Test) and to determine whether they are modulated by different facets of bilingual language experience, including the diversity of language use (i.e., language entropy) in home and workplace environments. Workplace but not home language diversity modulated age- and menopause-related declines in cognitive control, suggesting that females may compensate for decline by virtue of adapting to the externally imposed demands of the language environment. These findings have implications for identifying which aspects of bilingual experience may contribute to cognitive reserve in healthy aging. © 2024 American Psychological Association","Article","Scopus"
"Bustos B.; Mordkoff J.T.; Hazeltine E.; Jiang J.","Bustos, Bettina (59127324300); Mordkoff, J. Toby (55664412800); Hazeltine, Eliot (6701367727); Jiang, Jiefeng (21740955100)","59127324300; 55664412800; 6701367727; 21740955100","Task Switch Costs Scale With Dissimilarity Between Task Rules","2024","Journal of Experimental Psychology: General","153","7","","1873","1886","13","10.1037/xge0001598","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195609399&doi=10.1037%2fxge0001598&partnerID=40&md5=05b639016a7a788ae194078124d635ec","Cognitive flexibility enables humans to voluntarily switch tasks. Task switching requires replacing the previously active task representation with a new one, an operation that typically results in a switch cost. Thus, understanding cognitive flexibility requires understanding how tasks are represented in the brain. We hypothesize that task representations are cognitive map-like, such that the magnitude of the difference between task representations reflects their conceptual differences: The greater the distinction between the two task representations, the more updating is required. This hypothesis predicts that switch costs should increase with between task dissimilarity. To test this hypothesis, we use an experimental design that parametrically manipulates the similarity between task rules.We observe that response time scales with the dissimilarity between the task rules. The findings shed light on the organizational principles of task representations and extend the conventional binary task-switch effect (task repeat vs. switch) to a theoretical framework with parametric task switches. © 2024 American Psychological Association","Article","Scopus"
"Topçu M.N.; Hirst W.","Topçu, Meymune Nur (57190123583); Hirst, William (7005120274)","57190123583; 7005120274","When the Personal and the Collective Intersects: Memory, Future Thinking, and Perceived Agency During the COVID-19 Pandemic","2024","Journal of Experimental Psychology: General","153","9","","2258","2278","20","10.1037/xge0001624","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202735471&doi=10.1037%2fxge0001624&partnerID=40&md5=3ce8e36be358d2a160596673e2afd73e","Do collective crises have an impact on the characteristics of mental time travel for individuals and collectives? The COVID-19 pandemic provides a unique context to address this question due to the intersection it created between the personal and the collective domains. In two studies (N = 273), we examined the valence and perceived agency involved in memory and future thinking for personal and collective domains. The second study also included a longitudinal component with 43 participants completing both studies. In research done prior to the pandemic, a valence-based dissociation between personal and collective events was consistently observed in Western samples. We wanted to see if these patterns changed during different stages of the pandemic. In the first study, participants no longer exhibited the usual positivity bias for the personal future, while in the second study, they did not exhibit the usual negativity bias for the collective future. The second aim of the current article was to assess the agency people attribute to themselves and their nation over events and how that relates to valence. People always attributed more agency to themselves over positive events than negative events in both personal and collective domains. Perceived nation agency, however, was associated with positivity in the collective domain but with negativity in the personal domain. Longitudinal analyses confirmed these patterns. Taken together, these results indicate that a collective crisis that has immediate and profound effects on personal lives can alter the patterns observed for mental time travel, especially for the future. © 2024 American Psychological Association","Article","Scopus"
"Sinclair A.H.; Wang Y.C.; Adcock R.A.","Sinclair, Alyssa H. (57203461808); Wang, Yuxi C. (57377722200); Adcock, R. Alison (57220081618)","57203461808; 57377722200; 57220081618","First Impressions or Good Endings? Preferences Depend on When You Ask","2024","Journal of Experimental Psychology: General","153","10","","2588","2604","16","10.1037/xge0001638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205383196&doi=10.1037%2fxge0001638&partnerID=40&md5=47be5118a53eb308d3fabd1da26bd749","Rewards often unfold over time; we must summarize events in memory to guide future choices. Do first impressions matter most, or is it better to end on a good note? Across nine studies (N = 569), we tested these competing intuitions and found that preferences depend on when rewards occur and when we are asked to evaluate an experience. In our “garage sale” task, participants opened boxes containing sequences of objects with values. All boxes were equally valuable, but rewards were either evenly distributed or clustered at the beginning, middle, or end of the sequence. First, we tested preferences and valuation shortly after learning; we consistently found that boxes with rewards at the beginning were strongly preferred and overvalued. Object-value associative memory was impaired in boxes with early rewards, suggesting that value information was linked to the box rather than the objects. However, when tested after an overnight delay, participants equally preferred boxes with any cluster of rewards, whether at the beginning, middle, or end of the experience. Finally, we demonstrated that evaluating shortly after an experience led to lasting preferences for early rewards. Overall, we show that people summarize rewarding experiences in a nonlinear and time-dependent way, unifying prior work on affect, memory, and decision making. We propose that short-term preferences are biased by first impressions. However, when we wait and evaluate an experience after a delay, we summarize rewarding events in memory to inform adaptive longer term preferences. Preferences depend on when rewards occur and when we first evaluate an experience. © 2024 American Psychological Association","Article","Scopus"
"Atir S.; Risen J.L.","Atir, Stav (56764616200); Risen, Jane L. (6508131160)","56764616200; 6508131160","The Paradox of Explaining: When Feeling Unknowledgeable Prevents Learners From Engaging in Effective Learning Strategies","2024","Journal of Experimental Psychology: General","154","1","","228","248","20","10.1037/xge0001679","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207727214&doi=10.1037%2fxge0001679&partnerID=40&md5=149b8d3f9597cc2dcc8bd93790e8c106","People often need to learn complex information as part of their daily lives. One of the most effective strategies for understanding information is to explain it, for instance to a hypothetical other (Pilots 1 and 2). Yet, we find that learners prefer equally effortful but less effective learning strategies, even when incentivized to perform well (Study 1). Critically, we propose and find that learners’ reluctance to explain is tied to their subjective knowledge of the material; learners who feel less knowledgeable about what they learned are most reluctant to explain it, despite the strategy being as effective for them (Study 2). An intervention that increased subjective knowledge (by having learners answer a few easy questions) increased learners’ choice to explain, which was mediated by learners believing that explaining would be more pleasant and effective (Study 3). Directly manipulating beliefs about how fun and effective explaining is also boosted learners’ willingness to explain (Study 4). Finally, because Studies 1–4 incentivized performance financially, we replicated key results in the classroom with students, finding improved scores on a class quiz (Study 5). The paradoxical implication of these findings is that those who need effective learning strategies the most are the ones least likely to use them. Put together, we find that subjective knowledge plays a key role in learning decisions and that boosting subjective knowledge is a simple intervention that can improve learning-related choices. © 2024 American Psychological Association","Article","Scopus"
"Greene N.R.; Naveh-Benjamin M.","Greene, Nathaniel R. (57200544800); Naveh-Benjamin, Moshe (7004337207)","57200544800; 7004337207","The Time Course of Encoding Specific and Gist Episodic Memory Representations Among Young and Older Adults","2024","Journal of Experimental Psychology: General","153","6","","1671","1697","26","10.1037/xge0001589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195287143&doi=10.1037%2fxge0001589&partnerID=40&md5=b96c922afffffe3a469ad6bea800fafe","How rapidly can we encode the specifics versus the gist of episodic memories? Competing theories have opposing answers, but empirical tests are based primarily on tasks of item memory. Few studies have addressed this question with tasks measuring the binding of event components (e.g., a person and a location), which forms the core of episodic memory. None of these prior studies included older adults, whose episodic memories are less specific in nature. We addressed this critical gap by presenting face–scene pairs (e.g., an old man with a park) at various encoding presentation rates to 80 young (M = 21.83 years) and 86 older (M = 68.62 years) adults. Participants completed associative recognition tests featuring old/intact (e.g., the old man with the same park), similar (e.g., the old man with a different park), and unrelated (e.g., the old man with a kitchen) pairs. Multinomial-processing-tree model analyses revealed that young and older adults encoded each pair’s gist representation more rapidly than its specific representation, supporting fuzzy-trace theory. No age-related differences in gist representations were obtained at any presentation rate, but older adults required more time to encode specific representations commensurate with those of younger adults. However, older adults’ abilities to retrieve these representations were cue-dependent, as they were more susceptible than younger adults to experiencing vivid false memories of similar lures. These phantom recollections were remediated with further increases in encoding time. Thus, slower speed of encoding partially underlies age-related declines in episodic memory specificity, but retrieval mechanisms also play a role. © 2024 American Psychological Association","Article","Scopus"
"Kawakami K.; Meyers C.; Friesen J.P.","Kawakami, Kerry (7401441298); Meyers, Chanel (57189690483); Friesen, Justin P. (35078372000)","7401441298; 57189690483; 35078372000","Impact of Duchenne and Non-Duchenne Smiles on Perceived Trustworthiness of Black and White Faces: A Black Perspective","2024","Journal of Experimental Psychology: General","153","11","","2789","2809","20","10.1037/xge0001597","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195545081&doi=10.1037%2fxge0001597&partnerID=40&md5=70f1aa2a6302021c19fd92900084fa3e","In five experiments, we investigated how Black participants perceive Duchenne and non-Duchenne smiles on Black and White targets. Results consistently demonstrated that when assessing happiness, faces with Duchenne compared to non-Duchenne smiles were rated as happier on both Black and White targets. However, when assessing a more socially evaluative dimension, trustworthiness, perceptions of Black and White targets diverged. Whereas White targets with Duchenne compared to non-Duchenne smiles were rated as more trustworthy, ratings of Black targets with Duchenne and non-Duchenne smiles did not differ, with both appraised as highly trustworthy. Although the degree to which Black participants identified with their race did not moderate these effects, the perceived genuineness of targets did mediate the relationship. One reason why Duchenne compared to non-Duchenne smiles on White but not Black targets were perceived as more trustworthy is because Duchenne compared to non-Duchenne smiles on White but not Black targets were perceived as more genuine. A final study extended these findings by exploring the impact of target race and smile type on partner choice. In accordance with the results related to trustworthiness ratings, Black participants selected White partners with Duchenne compared to nonDuchenne smiles more often but did not differentiate in their choice of Black partners with Duchenne versus non-Duchenne smiles. These findings underscore the importance of investigating not only diverse targets but also diverse perceivers. Our results suggest that Black perceivers use facial cues differently when rating the trustworthiness of Black and White targets and that these perceptions have important downstream consequences. © 2024 American Psychological Associatio","Article","Scopus"
"Seo M.; Watanabe S.; Kim Y.-H.; Laurent S.M.","Seo, Minjae (57190577990); Watanabe, Shoko (57210599575); Kim, Young-Hoon (56472982200); Laurent, Sean M. (25227239600)","57190577990; 57210599575; 56472982200; 25227239600","Interdependent Versus Independent Inconsistency: Cultural Differences in How East Asian and Western People Attribute Hypocrisy","2024","Journal of Experimental Psychology: General","153","8","","2043","2067","24","10.1037/xge0001608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200621940&doi=10.1037%2fxge0001608&partnerID=40&md5=8d69da0318a8f6f47f8b873fbff28dcb","Humans worldwide have long deplored hypocrisy, a concept that has been mentioned in texts dating back 100–1,000 years (e.g., the Analects of Confucius, the Tao Te Ching, the Bible, and the Qur’an). However, what influences the extent of hypocrisy attribution or counts as hypocrisy may differ as a function of culture. Previous studies have shown that Westerners attribute greater hypocrisy for within-person attitude–behavior inconsistency than East Asians. Building on this, we predict that East Asians’ (vs. Westerners’) hypocrisy attribution is more heavily influenced by social relationships. Consistent with past research, this can lead to greater leniency. However, as we show, this can also result in the novel finding we present that attributions of mild-to-moderate hypocrisy are made even when no explicit within-person attitude–behavior inconsistency is present. Across six experiments, we found that Koreans (vs. participants from the United States) attributed more hypocrisy to attitude-contradicting behavior when the person enacting the behavior was not the person who stated the attitude but was someone who shared social bonds with that person (i.e., cross-person, within-relationship attitude–behavior inconsistency; “relational hypocrisy”). Specifically, Koreans attributed more hypocrisy than Americans when a child’s behavior contradicted their parent’s views (Experiments 1a and 1b) or when attitude-contradicting behavior was enacted by the child of a close friend (Experiment 2). Experiments 3–5 replicated the findings from Experiments 1–2 using additional social contexts (e.g., a spousal relationship). Supplementary analyses showed that differences in hypocrisy attribution between Americans and Koreans were mediated by cultural differences in their perceptions of shared responsibility within relationships. © 2024 American Psychological Association","Article","Scopus"
"Willis A.S.; Leannah C.; Schwenk M.; Palagano J.; Quandt L.C.","Willis, Athena S. (57219825955); Leannah, Carly (57849500600); Schwenk, Melody (57465562000); Palagano, Joseph (58822570900); Quandt, Lorna C. (16679395500)","57219825955; 57849500600; 57465562000; 58822570900; 16679395500","Differences in biological motion perception associated with hearing status and age of signed language exposure","2024","Journal of experimental psychology. General","153","10","","2378","2393","15","10.1037/xge0001635","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206275804&doi=10.1037%2fxge0001635&partnerID=40&md5=a0a0c40ae35a52937eed34de9df2d896","This study investigates how American Sign Language (ASL) fluency and hearing status influence the perception of biological motion, using three point-light display (PLD) tasks. Prior research indicates that early exposure to ASL among deaf signers results in more rapid and effortless recognition of biological motion than hearing nonsigners, potentially due to the expertise in deciphering complex human movements or possibly due to neuroplasticity in deaf brains. However, it remains uncertain whether this advantage stems from signed language proficiency or the experience of being deaf. To explore this, we designed three PLD tasks involving viewing randomly moving dots, identifying a person from biological motion PLDs, and determining whether right-side up and inverted PLDs depict actions involving a ball. A diverse cohort of participants (N = 224) with varying ASL fluencies and hearing statuses completed the tasks online, providing us with reaction time and accuracy data. Our results demonstrate that earlier ASL exposure is associated with accuracy, especially on complex action identification tasks. Furthermore, we discovered robust evidence for a speed-accuracy trade-off in deaf participants, in which they performed more quickly but less accurately. The speed-accuracy trade-off was evident in the most difficult task, the action identification task. Further analysis of this deaf group revealed that earlier signed language acquisition led to higher accuracy in action identification task. We conclude that age of ASL exposure and hearing status both significantly contribute to variations in biological motion perception, with implications for understanding visual expertise and cognitive processing in both deaf and signing populations. (PsycInfo Database Record (c) 2024 APA, all rights reserved).","Article","Scopus"
"Bai X.; Griffiths T.L.; Fiske S.T.","Bai, Xuechunzi (57202197909); Griffiths, Thomas L. (57222226477); Fiske, Susan T. (7006543780)","57202197909; 57222226477; 7006543780","Costly Exploration Produces Stereotypes With Dimensions of Warmth and Competence","2024","Journal of Experimental Psychology: General","154","2","","347","357","10","10.1037/xge0001694","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211032605&doi=10.1037%2fxge0001694&partnerID=40&md5=cf23d57951de6f498ac63b21dca434b8","Traditional explanations for stereotypes assume that they result from deficits in humans (ingroup-favoring motives, cognitive biases) or their environments (majority advantages, real group differences). An alternative explanation recently proposed that stereotypes can emerge when exploration is costly. Even optimal decision makers in an ideal environment can inadvertently form incorrect impressions from arbitrary encounters. However, all these existing theories essentially describe shortcuts that fail to explain the multidimensionality of stereotypes. Stereotypes of social groups have a canonical multidimensional structure, organized along dimensions of warmth and competence. We show that these dimensions and the associated stereotypes can result from feature-based exploration: When individuals make self-interested decisions based on past experiences in an environment where exploring new options carries an implicit cost and when these options share similar attributes, they are more likely to separate groups along multiple dimensions. We formalize this theory via the contextual multiarmed bandit problem, use the resulting model to generate testable predictions, and evaluate those predictions against human behavior. We evaluate this process in incentivized decisions involving as many as 20 real jobs and successfully recover the classic dimensions of warmth and competence. Further experiments show that intervening on the cost of exploration effectively mitigates bias, further demonstrating that exploration cost per se is the operating variable. Future diversity interventions may consider how to reduce exploration cost, in ways that parallel our manipulations. © 2024 American Psychological Association","Article","Scopus"
"Amemiya J.; Sodré D.; Heyman G.D.","Amemiya, Jamie (57190226281); Sodré, Daniela (59396935400); Heyman, Gail D. (7004825480)","57190226281; 59396935400; 7004825480","Early Developmental Insights Into the Social Construction of Race","2024","Journal of Experimental Psychology: General","153","12","","3062","3073","11","10.1037/xge0001670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208269669&doi=10.1037%2fxge0001670&partnerID=40&md5=d814d83307e579bb0e38e37c818e1b78","The way that societies assign people to racial categories has far-reaching social, economic, and political consequences. One framework for establishing racial boundaries is based on ancestry, which historically has been leveraged to create rigid racial categories, particularly with respect to being categorized as White. A second framework is based on skin tone, which can vary within families and across the lifespan, and is thus more likely to blur racial boundaries. The persistence of these distinct cultural beliefs about race requires that they be transmitted to each new generation, but there have been few cross-cultural studies on their development during childhood. Participants (5- to 12-year-old children, N = 123) were from the United States, in which the ancestry model has been more prevalent, or from Brazil, in which the skin tone model has been more prevalent. In both countries, 5- to 7-year-olds endorsed the belief that skin tone determines race, for example, by assigning biological siblings with differing skin tones to different racial categories. However, racial concepts diverged among the 10- to 12-year-olds, with children from the United States shifting toward a classification based on ancestry and children in Brazil endorsing a classification based on skin tone even more strongly with age. These differing conceptions were especially evident with reference to White racial categorization: Older children from Brazil persisted in classifying lighter skinned people as White when they had African ancestry, unlike older children from the United States. These findings provide important insights into the developmental and cultural influences on racial classification systems. © 2024 American Psychological Association","Article","Scopus"
"Cronin-Golomb L.M.; Wilson J.T.; Miller A.G.; Bauer P.J.","Cronin-Golomb, Lucy M. (57226274848); Wilson, Julia T. (57222813882); Miller, Alissa G. (58651220600); Bauer, Patricia J. (7203018930)","57226274848; 57222813882; 58651220600; 7203018930","Individual Differences Diminish the Pretest Effect Under Productive Memory Conditions","2024","Journal of Experimental Psychology: General","154","2","","420","434","14","10.1037/xge0001659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206602330&doi=10.1037%2fxge0001659&partnerID=40&md5=0fc3c1d04b89133c9c09596d0f4cdde6","Pretesting, or asking a test question prior to the onset of learning, is a well-established means of enhancing learning. Research on pretesting has focused primarily on direct factual learning outcomes. Yet building a coherent knowledge base also depends on productive memory processes that permit going beyond the information directly given. In the specific productive process of self-derivation through memory integration, individual differences are prominent; verbal comprehension is a consistent predictor. In the current work, we integrated these research trends by testing the extent to which pretesting enhances learning through productive memory processes and the role played by individual differences in verbal comprehension. Across four within-subjects experiments, we assessed the pretest effect after accounting for variability associated with verbal comprehension. In Experiments 1–3, we assessed the productive memory process of self-derivation through memory integration. Adults were more successful on pretest trials compared to control (i.e., no pretest) trials, but this effect was no longer significant after controlling for verbal comprehension. This pattern emerged when we used stem-fact pretests (Experiment 1) and integration-fact pretests (Experiment 2) to probe self-derivation across single-sentence stimuli and replicated when we used stimuli more akin to everyday learning materials (i.e., text passages and photographs; Experiment 3). In Experiment 4, we shifted the test target from productive processes to fact recall and found the pretest effect held even after controlling for verbal comprehension. This research bridges the pretest and productive process literature to provide novel insight into ways of maximizing learning. © 2024 American Psychological Association","Article","Scopus"
"Singh L.; Barr R.; Quinn P.C.; Kalashnikova M.; Rocha-Hidalgo J.; Freda K.; D’Souza D.","Singh, Leher (23989353700); Barr, Rachel (7401833241); Quinn, Paul C. (35337465200); Kalashnikova, Marina (55512208400); Rocha-Hidalgo, Joscelin (57221083995); Freda, Kate (59166336100); D’Souza, Dean (57223382404)","23989353700; 7401833241; 35337465200; 55512208400; 57221083995; 59166336100; 57223382404","Effects of Environmental Diversity on Exploration and Learning: The Case of Bilingualism","2024","Journal of Experimental Psychology: General","153","11","","2879","2898","19","10.1037/xge0001562","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195599492&doi=10.1037%2fxge0001562&partnerID=40&md5=a3c091da9476d83082952b40957e5eea","Bilingual environments provide a commonplace example of increased complexity and uncertainty. Learning multiple languages entails mastery of a larger and more variable range of sounds, words, syntactic structures, pragmatic conventions, and more complex mapping of linguistic information to objects in the world. Recent research suggests that bilingual learners demonstrate fundamental variation in how they explore and learn from their environment, which may derive from this increased complexity. In particular, the increased complexity and variability of bilingual environments may broaden the focus of learners’ attention, laying a different attentional foundation for learning. In this review, we introduce a novel framework, with accompanying empirical evidence, for understanding how early learners may adapt to a more complex environment, drawing on bilingualism as an example. Three adaptations, each relevant to the demands of abstracting structure from a complex environment, are introduced. Each adaptation is discussed in the context of empirical evidence attesting to shifts in basic psychological processes in bilingual learners. This evidence converges on the notion that bilingual learners may explore their environment more broadly. Downstream consequences of broader sampling for perception and learning are discussed. Finally, recommendations for future research to expand the scientific narrative on the impact of diverse environments on learning are provided. © 2024 The Author(s)","Article","Scopus"
"Wang J.; Touré-Tillery M.","Wang, Jiaqian (57467557400); Touré-Tillery, Maferima (37125115200)","57467557400; 37125115200","Unclearly Immoral: Low Self-Concept Clarity Increases Moral Disengagement","2024","Journal of Experimental Psychology: General","153","12","","3143","3160","17","10.1037/xge0001654","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206600712&doi=10.1037%2fxge0001654&partnerID=40&md5=69f56bbd938606da80cfb4ff5fbc57af","This research examines the effect of self-concept clarity (i.e., having self-beliefs that are clearly and confidently defined, internally consistent, and stable) on moral behavior. Seven preregistered studies (N = 3,373) document that low (vs. high) self-concept clarity decreases moral behavior (e.g., donation, volunteering, tax compliance, honesty in an incentivized game). This effect occurs because low self-concept clarity increases moral disengagement, leading people to behave in morally questionable manners without damaging their self-concept. As evidence for this proposed underlying mechanism, we show that the effect of self-concept clarity on moral behavior is mediated by state moral disengagement and attenuates (a) among people with low trait moral disengagement, (b) among people with high trait moral identity internalization, and (c) in the presence of an honor pledge cueing moral engagement. We then show that the effect holds only when a prosocial act is congruent with personal values. Overall, these findings contribute to the literature on self-concept and moral self-regulation and have implications for how to promote morality and curb unethical behavior in society. © 2024 American Psychological Association","Article","Scopus"
"Minton A.R.; Snyder J.S.; Young N.A.; Graupmann V.; Mikels J.A.","Minton, Alyssa R. (57221860495); Snyder, Jason S. (58352036100); Young, Nathaniel A. (57203498959); Graupmann, Verena (6505474582); Mikels, Joseph A. (6507399574)","57221860495; 58352036100; 57203498959; 6505474582; 6507399574","Motives Matter More With Age: Adult Age Differences in Response to Sociomoral Violations","2024","Journal of Experimental Psychology: General","153","7","","1705","1724","19","10.1037/xge0001578","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195551860&doi=10.1037%2fxge0001578&partnerID=40&md5=bfd220ac624cbc60e1eee0a4678e59a5","Moral judgments and emotional reactions to sociomoral violations are heavily impacted by a perpetrator’s intentions and desires, which pose a threat to social harmony. Given that older adults are more motivated to maintain interpersonal harmony relative to younger adults, older adults may be more reactive to malicious desires. In three studies, we investigated adult age differences in moral judgments and emotional reactions to sociomoral violations. In all studies, participants read scenarios in which a perpetrator either (a) desired to harm another but nothing happened, or (b) harmed another accidentally without malicious desire. Study 2 incorporated additional scenarios designed to evoke anger and disgust without explicitly implicating another person to evaluate whether age differences emerge only when sociomoral violations against another are salient. In Study 3, we examined the combined effects of malicious desires and harmful outcomes by including scenarios in which (a) harmful desires were coupled with harmful outcomes, and (b) benign desires were coupled with benign outcomes. Predominantly across the studies, older adults judged perpetrators who desired to harm another more harshly but judged perpetrators who accidentally harmed another more leniently than younger adults. Emotional reactions generally corresponded with the differences in judgments. Taken together, this work suggests that desires more strongly impact older relative to younger adults’ judgments and emotional reactions in sociomoral contexts. © 2024 American Psychological Association","Article","Scopus"
"Liu Y.; Wolfe J.M.; Trueblood J.S.","Liu, Yanjun (57436919900); Wolfe, Jeremy M. (14036406400); Trueblood, Jennifer S. (26647103000)","57436919900; 14036406400; 26647103000","Risky Hybrid Foraging: The Impact of Risk, Reward Value, and Prevalence on Foraging Behavior in Hybrid Visual Search","2024","Journal of Experimental Psychology: General","154","1","","58","79","21","10.1037/xge0001652","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210769057&doi=10.1037%2fxge0001652&partnerID=40&md5=10cb1ca42e8bb2e29f2caaef1afd718e","In hybrid foraging, foragers search for multiple targets in multiple patches throughout the foraging session, mimicking a range of real-world scenarios. This research examines outcome uncertainty, the prevalence of different target types, and the reward value of targets in human hybrid foraging. Our empirical findings show a consistent tendency toward risk-averse behavior in hybrid foraging. That is, people display a preference for certainty and actively avoid taking risks. While altering the prevalence or reward value of the risky targets does influence people’s aversion to risk, the overall effect of risk remains dominant. Additionally, simulation results suggest that the observed risk-averse strategy is suboptimal in the sense that it prevents foragers from maximizing their overall returns. These results underscore the crucial role of outcome uncertainty in shaping hybrid foraging behavior and shed light on potential theoretical developments bridging theories in decision making and hybrid foraging. © (2025), (American Psychological Association). All rights reserved.","Article","Scopus"
